"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	16	9390497	Unreliable
	"Coagulation defect, unspecified"	"D68.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	16	10157924	Unreliable
	"Coagulation defect, unspecified"	"D68.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	20	10211937	0.2
	"Coagulation defect, unspecified"	"D68.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	30	10053779	0.3
	"Coagulation defect, unspecified"	"D68.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	21	10005715	0.2
	"Coagulation defect, unspecified"	"D68.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	22	9946279	0.2
	"Coagulation defect, unspecified"	"D68.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	18	9587365	Unreliable
	"Coagulation defect, unspecified"	"D68.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	25	9637462	0.3
	"Coagulation defect, unspecified"	"D68.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	21	9488430	0.2
	"Coagulation defect, unspecified"	"D68.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	17	9447846	Unreliable
	"Coagulation defect, unspecified"	"D68.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	27	9390497	0.3
	"Thrombocytopenia, unspecified"	"D69.6"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	11	10157924	Unreliable
	"Thrombocytopenia, unspecified"	"D69.6"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	10	9637462	Unreliable
	"Thrombocytopenia, unspecified"	"D69.6"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	10	9488430	Unreliable
	"Thrombocytopenia, unspecified"	"D69.6"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	12	9390497	Unreliable
	"Agranulocytosis"	"D70"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	13	10211937	Unreliable
	"Agranulocytosis"	"D70"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	21	10053779	0.2
	"Agranulocytosis"	"D70"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	16	10005715	Unreliable
	"Agranulocytosis"	"D70"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	13	9587365	Unreliable
	"Agranulocytosis"	"D70"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	14	9637462	Unreliable
	"Agranulocytosis"	"D70"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	13	9488430	Unreliable
	"Agranulocytosis"	"D70"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	13	9447846	Unreliable
	"Agranulocytosis"	"D70"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	16	9390497	Unreliable
	"Haemophagocytic lymphohistiocytosis"	"D76.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	10	10157924	Unreliable
	"Haemophagocytic lymphohistiocytosis"	"D76.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	10	9587365	Unreliable
	"Haemophagocytic lymphohistiocytosis"	"D76.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	13	9637462	Unreliable
	"Haemophagocytic lymphohistiocytosis"	"D76.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	14	9447846	Unreliable
	"Sarcoidosis of lung"	"D86.0"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	12	10157924	Unreliable
	"Sarcoidosis of lung"	"D86.0"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	12	10053779	Unreliable
	"Sarcoidosis of lung"	"D86.0"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	10	9488430	Unreliable
	"Sarcoidosis, unspecified"	"D86.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	33	10157924	0.3
	"Sarcoidosis, unspecified"	"D86.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	27	10211937	0.3
	"Sarcoidosis, unspecified"	"D86.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	37	10053779	0.4
	"Sarcoidosis, unspecified"	"D86.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	24	10005715	0.2
	"Sarcoidosis, unspecified"	"D86.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	26	9946279	0.3
	"Sarcoidosis, unspecified"	"D86.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	21	9587365	0.2
	"Sarcoidosis, unspecified"	"D86.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	19	9637462	Unreliable
	"Sarcoidosis, unspecified"	"D86.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	26	9488430	0.3
	"Sarcoidosis, unspecified"	"D86.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	15	9447846	Unreliable
	"Sarcoidosis, unspecified"	"D86.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	20	9390497	0.2
	"Disorder involving the immune mechanism, unspecified"	"D89.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	12	10005715	Unreliable
	"Disorder involving the immune mechanism, unspecified"	"D89.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	10	9587365	Unreliable
	"Disorder involving the immune mechanism, unspecified"	"D89.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	12	9390497	Unreliable
	"Myxoedema coma"	"E03.5"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	13	9946279	Unreliable
	"Hypothyroidism, unspecified"	"E03.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	48	10157924	0.5
	"Hypothyroidism, unspecified"	"E03.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	65	10211937	0.6
	"Hypothyroidism, unspecified"	"E03.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	64	10053779	0.6
	"Hypothyroidism, unspecified"	"E03.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	73	10005715	0.7
	"Hypothyroidism, unspecified"	"E03.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	66	9946279	0.7
	"Hypothyroidism, unspecified"	"E03.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	13	9587365	Unreliable
	"Hypothyroidism, unspecified"	"E03.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	21	9637462	0.2
	"Hypothyroidism, unspecified"	"E03.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	19	9488430	Unreliable
	"Hypothyroidism, unspecified"	"E03.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	22	9447846	0.2
	"Hypothyroidism, unspecified"	"E03.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	21	9390497	0.2
	"Thyrotoxicosis, unspecified"	"E05.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	10	10157924	Unreliable
	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	10	9946279	Unreliable
	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	15	9390497	Unreliable
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	24	10157924	0.2
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	13	10211937	Unreliable
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	20	10053779	0.2
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	17	10005715	Unreliable
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	16	9946279	Unreliable
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	21	9587365	0.2
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	28	9637462	0.3
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	25	9488430	0.3
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	15	9447846	Unreliable
	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	23	9390497	0.2
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	41	10157924	0.4
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	30	10211937	0.3
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	22	10053779	0.2
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	36	10005715	0.4
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	40	9946279	0.4
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	36	9587365	0.4
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	46	9637462	0.5
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	34	9488430	0.4
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	45	9447846	0.5
	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	42	9390497	0.4
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	107	10157924	1.1
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	121	10211937	1.2
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	154	10053779	1.5
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	160	10005715	1.6
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	185	9946279	1.9
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	124	9587365	1.3
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	131	9637462	1.4
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	146	9488430	1.5
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	179	9447846	1.9
	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	199	9390497	2.1
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	20	10157924	0.2
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	33	10211937	0.3
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	24	10053779	0.2
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	23	10005715	0.2
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	22	9946279	0.2
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	19	9587365	Unreliable
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	25	9637462	0.3
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	25	9488430	0.3
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	22	9447846	0.2
	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	42	9390497	0.4
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	19	10157924	Unreliable
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	15	10211937	Unreliable
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	23	10053779	0.2
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	28	10005715	0.3
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	28	9946279	0.3
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	13	9587365	Unreliable
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	21	9637462	0.2
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	33	9488430	0.3
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	25	9447846	0.3
	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	39	9390497	0.4
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	187	10157924	1.8
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	218	10211937	2.1
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	232	10053779	2.3
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	249	10005715	2.5
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	367	9946279	3.7
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	210	9587365	2.2
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	235	9637462	2.4
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	294	9488430	3.1
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	300	9447846	3.2
	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	356	9390497	3.8
	"Unspecified diabetes mellitus, with coma"	"E14.0"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	11	9390497	Unreliable
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	57	10157924	0.6
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	58	10211937	0.6
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	58	10053779	0.6
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	72	10005715	0.7
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	108	9946279	1.1
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	99	9587365	1.0
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	100	9637462	1.0
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	100	9488430	1.1
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	124	9447846	1.3
	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	153	9390497	1.6
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	387	10157924	3.8
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	356	10211937	3.5
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	377	10053779	3.7
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	356	10005715	3.6
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	398	9946279	4.0
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	410	9587365	4.3
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	418	9637462	4.3
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	429	9488430	4.5
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	440	9447846	4.7
	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	461	9390497	4.9
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	57	10157924	0.6
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	48	10211937	0.5
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	57	10053779	0.6
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	56	10005715	0.6
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	56	9946279	0.6
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	74	9587365	0.8
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	79	9637462	0.8
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	69	9488430	0.7
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	77	9447846	0.8
	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	73	9390497	0.8
	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	17	10157924	Unreliable
	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	15	10211937	Unreliable
	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	19	10053779	Unreliable
	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	14	10005715	Unreliable
	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	10	9946279	Unreliable
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	46	10157924	0.5
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	45	10211937	0.4
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	33	10053779	0.3
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	43	10005715	0.4
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	50	9946279	0.5
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	59	9587365	0.6
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	42	9637462	0.4
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	73	9488430	0.8
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	58	9447846	0.6
	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	67	9390497	0.7
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Female"	"F"	"2016"	"2016"	"New York"	"36"	943	10157924	9.3
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	937	10211937	9.2
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Female"	"F"	"2018"	"2018"	"New York"	"36"	1041	10053779	10.4
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Female"	"F"	"2019"	"2019"	"New York"	"36"	1009	10005715	10.1
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Female"	"F"	"2020 "	"2020"	"New York"	"36"	1195	9946279	12.0
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Male"	"M"	"2016"	"2016"	"New York"	"36"	1016	9587365	10.6
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Male"	"M"	"2017"	"2017"	"New York"	"36"	1083	9637462	11.2
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Male"	"M"	"2018"	"2018"	"New York"	"36"	1148	9488430	12.1
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Male"	"M"	"2019"	"2019"	"New York"	"36"	1141	9447846	12.1
	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Male"	"M"	"2020 "	"2020"	"New York"	"36"	1364	9390497	14.5
	"Hypoglycaemia, unspecified"	"E16.2"	"Female"	"F"	"2017"	"2017"	"New York"	"36"	11	10211937	Unreliable
