"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Malignant neoplasm of ureter"	"C66"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Malignant neoplasm of ureter"	"C66"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	16	9536193	Unreliable
	"Malignant neoplasm of ureter"	"C66"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	16	9581261	Unreliable
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	307	10033393	3.1
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	317	10081044	3.1
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	285	10114934	2.8
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	343	10164966	3.4
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	327	10184278	3.2
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	661	9431804	7.0
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	675	9489217	7.1
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	700	9536193	7.3
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	736	9581261	7.7
	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	674	9611513	7.0
	"Urethra - Malignant neoplasms"	"C68.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	13	10114934	Unreliable
	"Urethra - Malignant neoplasms"	"C68.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
	"Urethra - Malignant neoplasms"	"C68.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	10	9489217	Unreliable
	"Urethra - Malignant neoplasms"	"C68.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	15	9581261	Unreliable
	"Urinary organ, unspecified - Malignant neoplasms"	"C68.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Urinary organ, unspecified - Malignant neoplasms"	"C68.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Eye, unspecified - Malignant neoplasms"	"C69.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	11	9581261	Unreliable
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	337	10033393	3.4
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	369	10081044	3.7
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	372	10114934	3.7
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	371	10164966	3.6
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	396	10184278	3.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	386	9431804	4.1
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	429	9489217	4.5
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	431	9536193	4.5
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	472	9581261	4.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	408	9611513	4.2
	"Malignant neoplasm of thyroid gland"	"C73"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	70	10033393	0.7
	"Malignant neoplasm of thyroid gland"	"C73"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	69	10081044	0.7
	"Malignant neoplasm of thyroid gland"	"C73"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	80	10114934	0.8
	"Malignant neoplasm of thyroid gland"	"C73"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	71	10164966	0.7
	"Malignant neoplasm of thyroid gland"	"C73"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	70	10184278	0.7
	"Malignant neoplasm of thyroid gland"	"C73"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	50	9431804	0.5
	"Malignant neoplasm of thyroid gland"	"C73"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	52	9489217	0.5
	"Malignant neoplasm of thyroid gland"	"C73"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	53	9536193	0.6
	"Malignant neoplasm of thyroid gland"	"C73"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	43	9581261	0.4
	"Malignant neoplasm of thyroid gland"	"C73"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	54	9611513	0.6
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	13	10033393	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	18	10114934	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	15	10184278	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	19	9431804	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	13	10033393	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	12	9431804	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	19	9489217	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	16	9536193	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	17	9581261	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	15	10033393	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	20	10081044	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	24	10114934	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	18	10164966	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	22	10184278	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	13	10033393	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	21	10033393	0.2
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	18	10081044	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	17	10114934	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	34	10164966	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	23	10184278	0.2
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	50	10033393	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	67	10081044	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	47	10114934	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	73	10164966	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	65	10184278	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	74	9431804	0.8
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	87	9489217	0.9
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	85	9536193	0.9
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	69	9581261	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	72	9611513	0.7
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	23	10033393	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	31	10081044	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	30	10114934	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	19	10164966	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	22	10184278	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	25	9431804	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	16	9489217	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	25	9536193	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	23	9581261	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	24	9611513	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	16	10033393	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	14	10114934	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	16	10164966	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	20	9489217	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	10	9611513	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	57	10033393	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	64	10081044	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	48	10114934	0.5
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	59	10164966	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	51	10184278	0.5
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	121	9431804	1.3
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	105	9489217	1.1
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	107	9536193	1.1
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	124	9581261	1.3
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	97	9611513	1.0
	"Malignant neoplasm without specification of site"	"C80"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	807	10033393	8.0
	"Malignant neoplasm without specification of site"	"C80"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	776	10081044	7.7
	"Malignant neoplasm without specification of site"	"C80"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	795	10114934	7.9
	"Malignant neoplasm without specification of site"	"C80"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	874	10164966	8.6
	"Malignant neoplasm without specification of site"	"C80"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	956	10184278	9.4
	"Malignant neoplasm without specification of site"	"C80"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	686	9431804	7.3
	"Malignant neoplasm without specification of site"	"C80"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	769	9489217	8.1
	"Malignant neoplasm without specification of site"	"C80"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	806	9536193	8.5
	"Malignant neoplasm without specification of site"	"C80"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	819	9581261	8.5
	"Malignant neoplasm without specification of site"	"C80"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	848	9611513	8.8
	"Hodgkin disease, unspecified"	"C81.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	32	10033393	0.3
	"Hodgkin disease, unspecified"	"C81.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	36	10081044	0.4
	"Hodgkin disease, unspecified"	"C81.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	33	10114934	0.3
	"Hodgkin disease, unspecified"	"C81.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	37	10164966	0.4
	"Hodgkin disease, unspecified"	"C81.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	31	10184278	0.3
	"Hodgkin disease, unspecified"	"C81.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	54	9431804	0.6
	"Hodgkin disease, unspecified"	"C81.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	37	9489217	0.4
	"Hodgkin disease, unspecified"	"C81.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	34	9536193	0.4
	"Hodgkin disease, unspecified"	"C81.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	32	9581261	0.3
	"Hodgkin disease, unspecified"	"C81.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	31	9611513	0.3
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	13	10033393	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	13	10081044	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	14	10164966	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	11	9431804	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	13	9536193	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	13	10033393	Unreliable
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	15	10081044	Unreliable
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	18	10114934	Unreliable
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	18	10184278	Unreliable
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	29	9431804	0.3
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	42	9489217	0.4
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	41	9536193	0.4
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	46	9581261	0.5
	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	39	9611513	0.4
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	77	10033393	0.8
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	67	10081044	0.7
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	84	10114934	0.8
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	81	10164966	0.8
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	86	10184278	0.8
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	83	9431804	0.9
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	85	9489217	0.9
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	84	9536193	0.9
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	112	9581261	1.2
	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	133	9611513	1.4
	"Burkitt tumor"	"C83.7"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	15	9431804	Unreliable
	"Burkitt tumor"	"C83.7"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Burkitt tumor"	"C83.7"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	15	9536193	Unreliable
	"Burkitt tumor"	"C83.7"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	39	10033393	0.4
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	41	10081044	0.4
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	30	10114934	0.3
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	31	10164966	0.3
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	30	10184278	0.3
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	47	9431804	0.5
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	49	9489217	0.5
	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	42	9536193	0.4
