"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Malignant neoplasm of vagina"	"C52"	"2018"	"2018"	392	327167434	0.1
	"Malignant neoplasm of vagina"	"C52"	"2019"	"2019"	431	328239523	0.1
	"Malignant neoplasm of vagina"	"C52"	"2020 "	"2020"	423	329484123	0.1
	"Endocervix - Malignant neoplasms"	"C53.0"	"2011"	"2011"	39	311591917	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2012"	"2012"	57	313914040	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2013"	"2013"	52	316128839	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2014"	"2014"	29	318857056	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2015"	"2015"	57	321418820	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2016"	"2016"	54	323127513	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2017"	"2017"	70	325719178	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2018"	"2018"	62	327167434	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2019"	"2019"	85	328239523	0.0
	"Endocervix - Malignant neoplasms"	"C53.0"	"2020 "	"2020"	128	329484123	0.0
	"Exocervix - Malignant neoplasms"	"C53.1"	"2011"	"2011"	1	311591917	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2013"	"2013"	2	316128839	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2015"	"2015"	2	321418820	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2016"	"2016"	3	323127513	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2017"	"2017"	4	325719178	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2018"	"2018"	6	327167434	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2019"	"2019"	13	328239523	Unreliable
	"Exocervix - Malignant neoplasms"	"C53.1"	"2020 "	"2020"	11	329484123	Unreliable
	"Overlapping lesion of cervix uteri - Malignant neoplasms"	"C53.8"	"2017"	"2017"	2	325719178	Unreliable
	"Overlapping lesion of cervix uteri - Malignant neoplasms"	"C53.8"	"2018"	"2018"	3	327167434	Unreliable
	"Overlapping lesion of cervix uteri - Malignant neoplasms"	"C53.8"	"2019"	"2019"	4	328239523	Unreliable
	"Overlapping lesion of cervix uteri - Malignant neoplasms"	"C53.8"	"2020 "	"2020"	4	329484123	Unreliable
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2011"	"2011"	4052	311591917	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2012"	"2012"	4017	313914040	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2013"	"2013"	4163	316128839	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2014"	"2014"	4086	318857056	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2015"	"2015"	4116	321418820	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2016"	"2016"	4131	323127513	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2017"	"2017"	4132	325719178	1.3
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2018"	"2018"	4067	327167434	1.2
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2019"	"2019"	4050	328239523	1.2
	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	"2020 "	"2020"	4129	329484123	1.3
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2011"	"2011"	2	311591917	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2012"	"2012"	1	313914040	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2014"	"2014"	2	318857056	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2015"	"2015"	4	321418820	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2016"	"2016"	2	323127513	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2017"	"2017"	2	325719178	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2018"	"2018"	1	327167434	Unreliable
	"Isthmus uteri - Malignant neoplasms"	"C54.0"	"2020 "	"2020"	1	329484123	Unreliable
	"Endometrium - Malignant neoplasms"	"C54.1"	"2011"	"2011"	3645	311591917	1.2
	"Endometrium - Malignant neoplasms"	"C54.1"	"2012"	"2012"	3747	313914040	1.2
	"Endometrium - Malignant neoplasms"	"C54.1"	"2013"	"2013"	3832	316128839	1.2
	"Endometrium - Malignant neoplasms"	"C54.1"	"2014"	"2014"	4091	318857056	1.3
	"Endometrium - Malignant neoplasms"	"C54.1"	"2015"	"2015"	4223	321418820	1.3
	"Endometrium - Malignant neoplasms"	"C54.1"	"2016"	"2016"	5339	323127513	1.7
	"Endometrium - Malignant neoplasms"	"C54.1"	"2017"	"2017"	5873	325719178	1.8
	"Endometrium - Malignant neoplasms"	"C54.1"	"2018"	"2018"	6349	327167434	1.9
	"Endometrium - Malignant neoplasms"	"C54.1"	"2019"	"2019"	6713	328239523	2.0
	"Endometrium - Malignant neoplasms"	"C54.1"	"2020 "	"2020"	7231	329484123	2.2
	"Myometrium - Malignant neoplasms"	"C54.2"	"2011"	"2011"	1	311591917	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2012"	"2012"	1	313914040	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2015"	"2015"	1	321418820	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2016"	"2016"	2	323127513	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2017"	"2017"	4	325719178	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2018"	"2018"	4	327167434	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2019"	"2019"	3	328239523	Unreliable
	"Myometrium - Malignant neoplasms"	"C54.2"	"2020 "	"2020"	9	329484123	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2011"	"2011"	1	311591917	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2012"	"2012"	2	313914040	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2013"	"2013"	3	316128839	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2015"	"2015"	2	321418820	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2016"	"2016"	2	323127513	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2017"	"2017"	3	325719178	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2018"	"2018"	1	327167434	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2019"	"2019"	2	328239523	Unreliable
	"Fundus uteri - Malignant neoplasms"	"C54.3"	"2020 "	"2020"	5	329484123	Unreliable
	"Overlapping lesion of corpus uteri - Malignant neoplasms"	"C54.8"	"2012"	"2012"	1	313914040	Unreliable
	"Overlapping lesion of corpus uteri - Malignant neoplasms"	"C54.8"	"2017"	"2017"	1	325719178	Unreliable
	"Overlapping lesion of corpus uteri - Malignant neoplasms"	"C54.8"	"2019"	"2019"	1	328239523	Unreliable
	"Overlapping lesion of corpus uteri - Malignant neoplasms"	"C54.8"	"2020 "	"2020"	1	329484123	Unreliable
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2011"	"2011"	65	311591917	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2012"	"2012"	60	313914040	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2013"	"2013"	68	316128839	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2014"	"2014"	67	318857056	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2015"	"2015"	120	321418820	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2016"	"2016"	65	323127513	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2017"	"2017"	79	325719178	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2018"	"2018"	61	327167434	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2019"	"2019"	68	328239523	0.0
	"Corpus uteri, unspecified - Malignant neoplasms"	"C54.9"	"2020 "	"2020"	89	329484123	0.0
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2011"	"2011"	4927	311591917	1.6
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2012"	"2012"	5099	313914040	1.6
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2013"	"2013"	5422	316128839	1.7
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2014"	"2014"	5567	318857056	1.7
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2015"	"2015"	5746	321418820	1.8
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2016"	"2016"	5323	323127513	1.6
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2017"	"2017"	5032	325719178	1.5
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2018"	"2018"	4822	327167434	1.5
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2019"	"2019"	4769	328239523	1.5
	"Malignant neoplasm of uterus, part unspecified"	"C55"	"2020 "	"2020"	4659	329484123	1.4
	"Malignant neoplasm of ovary"	"C56"	"2011"	"2011"	14346	311591917	4.6
	"Malignant neoplasm of ovary"	"C56"	"2012"	"2012"	14404	313914040	4.6
	"Malignant neoplasm of ovary"	"C56"	"2013"	"2013"	14276	316128839	4.5
	"Malignant neoplasm of ovary"	"C56"	"2014"	"2014"	14195	318857056	4.5
	"Malignant neoplasm of ovary"	"C56"	"2015"	"2015"	13920	321418820	4.3
	"Malignant neoplasm of ovary"	"C56"	"2016"	"2016"	14223	323127513	4.4
	"Malignant neoplasm of ovary"	"C56"	"2017"	"2017"	14193	325719178	4.4
	"Malignant neoplasm of ovary"	"C56"	"2018"	"2018"	13748	327167434	4.2
	"Malignant neoplasm of ovary"	"C56"	"2019"	"2019"	13445	328239523	4.1
	"Malignant neoplasm of ovary"	"C56"	"2020 "	"2020"	13438	329484123	4.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2011"	"2011"	247	311591917	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2012"	"2012"	293	313914040	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2013"	"2013"	290	316128839	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2014"	"2014"	325	318857056	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2015"	"2015"	365	321418820	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2016"	"2016"	425	323127513	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2017"	"2017"	472	325719178	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2018"	"2018"	470	327167434	0.1
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2019"	"2019"	552	328239523	0.2
	"Fallopian tube - Malignant neoplasms"	"C57.0"	"2020 "	"2020"	622	329484123	0.2
	"Round ligament - Malignant neoplasms"	"C57.2"	"2017"	"2017"	1	325719178	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2011"	"2011"	2	311591917	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2016"	"2016"	2	323127513	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2017"	"2017"	1	325719178	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2018"	"2018"	1	327167434	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2019"	"2019"	1	328239523	Unreliable
	"Parametrium - Malignant neoplasms"	"C57.3"	"2020 "	"2020"	1	329484123	Unreliable
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2011"	"2011"	8	311591917	Unreliable
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2012"	"2012"	6	313914040	Unreliable
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2013"	"2013"	8	316128839	Unreliable
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2014"	"2014"	13	318857056	Unreliable
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2015"	"2015"	22	321418820	0.0
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2016"	"2016"	24	323127513	0.0
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2017"	"2017"	27	325719178	0.0
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2018"	"2018"	20	327167434	0.0
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2019"	"2019"	32	328239523	0.0
	"Uterine adnexa, unspecified - Malignant neoplasms"	"C57.4"	"2020 "	"2020"	31	329484123	0.0
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2011"	"2011"	6	311591917	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2012"	"2012"	7	313914040	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2013"	"2013"	12	316128839	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2014"	"2014"	18	318857056	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2015"	"2015"	19	321418820	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2016"	"2016"	16	323127513	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2017"	"2017"	16	325719178	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2018"	"2018"	17	327167434	Unreliable
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2019"	"2019"	29	328239523	0.0
	"Other specified female genital organs - Malignant neoplasms"	"C57.7"	"2020 "	"2020"	30	329484123	0.0
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2011"	"2011"	2	311591917	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2012"	"2012"	4	313914040	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2013"	"2013"	7	316128839	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2014"	"2014"	2	318857056	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2016"	"2016"	8	323127513	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2017"	"2017"	11	325719178	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2018"	"2018"	20	327167434	0.0
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2019"	"2019"	11	328239523	Unreliable
	"Overlapping lesion of female genital organs - Malignant neoplasms"	"C57.8"	"2020 "	"2020"	6	329484123	Unreliable
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2011"	"2011"	219	311591917	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2012"	"2012"	227	313914040	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2013"	"2013"	242	316128839	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2014"	"2014"	293	318857056	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2015"	"2015"	324	321418820	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2016"	"2016"	340	323127513	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2017"	"2017"	354	325719178	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2018"	"2018"	316	327167434	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2019"	"2019"	361	328239523	0.1
	"Female genital organ, unspecified - Malignant neoplasms"	"C57.9"	"2020 "	"2020"	441	329484123	0.1
	"Malignant neoplasm of placenta"	"C58"	"2011"	"2011"	14	311591917	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2012"	"2012"	16	313914040	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2013"	"2013"	11	316128839	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2014"	"2014"	13	318857056	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2015"	"2015"	23	321418820	0.0
	"Malignant neoplasm of placenta"	"C58"	"2016"	"2016"	13	323127513	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2017"	"2017"	15	325719178	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2018"	"2018"	11	327167434	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2019"	"2019"	16	328239523	Unreliable
	"Malignant neoplasm of placenta"	"C58"	"2020 "	"2020"	18	329484123	Unreliable
	"Prepuce - Malignant neoplasms"	"C60.0"	"2016"	"2016"	1	323127513	Unreliable
	"Prepuce - Malignant neoplasms"	"C60.0"	"2017"	"2017"	2	325719178	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2011"	"2011"	3	311591917	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2012"	"2012"	3	313914040	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2013"	"2013"	4	316128839	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2014"	"2014"	4	318857056	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2015"	"2015"	2	321418820	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2016"	"2016"	1	323127513	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2017"	"2017"	3	325719178	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2018"	"2018"	3	327167434	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2019"	"2019"	5	328239523	Unreliable
	"Glans penis - Malignant neoplasms"	"C60.1"	"2020 "	"2020"	11	329484123	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2012"	"2012"	1	313914040	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2013"	"2013"	1	316128839	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2014"	"2014"	1	318857056	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2015"	"2015"	3	321418820	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2017"	"2017"	2	325719178	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2018"	"2018"	1	327167434	Unreliable
	"Body of penis - Malignant neoplasms"	"C60.2"	"2020 "	"2020"	1	329484123	Unreliable
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2011"	"2011"	236	311591917	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2012"	"2012"	269	313914040	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2013"	"2013"	265	316128839	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2014"	"2014"	304	318857056	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2015"	"2015"	296	321418820	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2016"	"2016"	315	323127513	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2017"	"2017"	345	325719178	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2018"	"2018"	343	327167434	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2019"	"2019"	314	328239523	0.1
	"Penis, unspecified - Malignant neoplasms"	"C60.9"	"2020 "	"2020"	334	329484123	0.1
	"Malignant neoplasm of prostate"	"C61"	"2011"	"2011"	27970	311591917	9.0
	"Malignant neoplasm of prostate"	"C61"	"2012"	"2012"	27245	313914040	8.7
	"Malignant neoplasm of prostate"	"C61"	"2013"	"2013"	27682	316128839	8.8
	"Malignant neoplasm of prostate"	"C61"	"2014"	"2014"	28344	318857056	8.9
	"Malignant neoplasm of prostate"	"C61"	"2015"	"2015"	28848	321418820	9.0
	"Malignant neoplasm of prostate"	"C61"	"2016"	"2016"	30370	323127513	9.4
	"Malignant neoplasm of prostate"	"C61"	"2017"	"2017"	30488	325719178	9.4
	"Malignant neoplasm of prostate"	"C61"	"2018"	"2018"	31489	327167434	9.6
	"Malignant neoplasm of prostate"	"C61"	"2019"	"2019"	31638	328239523	9.6
	"Malignant neoplasm of prostate"	"C61"	"2020 "	"2020"	32707	329484123	9.9
	"Undescended testis - Malignant neoplasms"	"C62.0"	"2017"	"2017"	1	325719178	Unreliable
	"Undescended testis - Malignant neoplasms"	"C62.0"	"2019"	"2019"	3	328239523	Unreliable
	"Undescended testis - Malignant neoplasms"	"C62.0"	"2020 "	"2020"	1	329484123	Unreliable
	"Descended testis - Malignant neoplasms"	"C62.1"	"2013"	"2013"	2	316128839	Unreliable
	"Descended testis - Malignant neoplasms"	"C62.1"	"2016"	"2016"	2	323127513	Unreliable
	"Descended testis - Malignant neoplasms"	"C62.1"	"2017"	"2017"	1	325719178	Unreliable
	"Descended testis - Malignant neoplasms"	"C62.1"	"2019"	"2019"	2	328239523	Unreliable
	"Descended testis - Malignant neoplasms"	"C62.1"	"2020 "	"2020"	1	329484123	Unreliable
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"2011"	"2011"	380	311591917	0.1
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"2012"	"2012"	386	313914040	0.1
	"Testis, unspecified - Malignant neoplasms"	"C62.9"	"2013"	"2013"	381	316128839	0.1
